temperature,humidity,index
277.7992416961344,64.18465786922732,1
277.8011316356721,64.18996842942944,2
277.8116709466199,64.1963478047053,3
277.8118520455726,64.17872578137299,4
277.80585346497304,64.18266733878689,5
277.7998615126393,64.17695749415365,6
277.7993455021424,64.18852930557277,7
277.81327078905537,64.19629120560596,8
277.8194776444977,64.18320000778485,9
277.8146497261193,64.17753507540618,10
277.82419115164254,64.18444654016702,11
277.82900290441694,64.20291214120162,12
277.8109520375405,64.1875311910805,13
277.8001934414638,64.18671359487603,14
277.8019132186876,64.1714403375804,15
277.8077696598083,64.1846410633514,16
277.8115990299354,64.20958011393274,17
277.8146317561541,64.19031227378717,18
277.81631360496766,64.20013704679558,19
277.82236539581254,64.18167617845016,20
277.8187459207709,64.17279079595383,21
277.81382564855494,64.16805878285918,22
277.82139461263057,64.20551492708684,23
277.8158515043663,64.18229838220083,24
277.8066315865608,64.17581904093896,25
277.8085478550434,64.16572218659469,26
277.81938031946066,64.1552834196026,27
277.8232979191711,64.18607265353957,28
277.81172272074105,64.1857085262282,29
277.80976970220655,64.1861307014213,30
277.8070876480754,64.18795587749646,31
277.8184017664782,64.18128877403478,32
277.80953196840454,64.17850624254571,33
277.80521763015895,64.18501050286496,34
277.81633069116407,64.18519739579533,35
277.8151606917694,64.18776289967997,36
277.81232254197727,64.18315355016236,37
277.81185355534427,64.18939973404234,38
277.80997970776315,64.1943581435343,39
277.8109620904103,64.18760701069307,40
277.8146363591165,64.20813760958379,41
277.8148511149302,64.21048840391585,42
277.81695146508514,64.17817321576331,43
277.8103628215296,64.16310182214961,44
277.8184065903827,64.16085485722331,45
277.8226577023368,64.19551630018971,46
277.8225186192249,64.20187993203005,47
277.81356637288883,64.17201531102462,48
277.81794522625546,64.17201357248574,49
277.82099537008384,64.16640253481258,50
277.82364424606203,64.20755191514976,51
277.82909555284414,64.20131297518184,52
277.8147815181387,64.16507709208203,53
277.8164632564812,64.15105645205468,54
277.8221791047183,64.19022766489464,55
277.8190266278298,64.17340285822765,56
277.82306482515514,64.17178997706773,57
277.8218478387203,64.16209559447586,58
277.82523289409295,64.16520941420843,59
277.82093137049463,64.19179621331294,60
277.81885127337426,64.1911689871166,61
277.8209393612374,64.18553901868667,62
277.8207985474116,64.18861130665697,63
277.8198237136227,64.18804290102632,64
277.81990038056443,64.17877069362757,65
277.8202154809585,64.17157729581051,66
277.8189862322318,64.19267687984483,67
277.81961532830894,64.18446035189262,68
277.8190587380955,64.18445436359202,69
277.8197779417646,64.18830397161588,70
277.81969777657145,64.1819086597336,71
277.8202322357416,64.18928209291096,72
277.8207170197416,64.20321860697325,73
277.82128469388846,64.18729165905603,74
277.8163943961637,64.17034979077062,75
277.8116471216866,64.15867405336023,76
277.80928804822105,64.15269647373835,77
277.8112401829867,64.15146143502993,78
277.8137383763878,64.16314673440421,79
277.8162179001734,64.16698581460925,80
277.82040261899783,64.16568780215891,81
277.8214498481794,64.16156321523438,82
277.81901292941376,64.15917513890173,83
277.81851474158725,64.16874965889588,84
277.8204152863504,64.13813543787354,85
277.8240566346694,64.12458294773434,86
277.8236052497646,64.18938775744111,87
277.8258590074504,64.19704437928611,88
277.8258953524415,64.19116309540148,89
277.8227453059172,64.1419420653527,90
277.823365380188,64.15130767092388,91
277.8198843622553,64.13205847177859,92
277.82297431250254,64.14273831616306,93
277.82370901894893,64.1925370240499,94
277.81469748645713,64.13662339196911,95
277.81875648917253,64.148052160272,96
277.8206293056901,64.16835259593113,97
277.81892510489115,64.13949671382227,98
277.81539209189515,64.14869435721985,99
277.82001077801465,64.14344474246427,100
277.82173147583086,64.16408834638264,101
277.8236091899004,64.18152115873272,102
277.8249172781671,64.19349244775394,103
277.8197546691867,64.15924062386648,104
277.8162095411937,64.14166930791839,105
277.82057042459513,64.18320609267096,106
277.82344101606617,64.20269289213086,107
277.82304133163507,64.18714417300708,108
277.8229997945024,64.18003750896342,109
277.8231651329118,64.16630788102871,110
277.8252827533816,64.14093467865303,111
277.8265074727933,64.12648906245325,112
277.8305028073328,64.11000858307142,113
277.8339405205952,64.12528019841363,114
277.8324255199628,64.1707246390718,115
277.8298484870217,64.21610262891029,116
277.82870960365284,64.19032444355936,117
277.82954487562176,64.19142097866977,118
277.8266090693794,64.20030809970497,119
277.8267070204193,64.19890519540846,120
277.8301177419102,64.17651841649912,121
277.8367521573239,64.1443248294832,122
277.83509376520675,64.19783425545391,123
277.8323078314201,64.20827022146669,124
277.8327160221258,64.16874000034649,125
277.83320051153606,64.1571215381339,126
277.82883903895555,64.13062224548673,127
277.83334732762484,64.12145357773727,128
277.8372846280143,64.12662573092689,129
277.8379143500943,64.15763150954082,130
277.8274889348481,64.14527233317675,131
277.82985758247537,64.13004186325487,132
277.83370444385963,64.12500647512438,133
277.83612917398085,64.15105056033957,134
277.8358633068726,64.16643711241933,135
277.83131871003593,64.13764333478295,136
277.83390303406946,64.15629070971677,137
277.8287286415053,64.12679205114709,138
277.832619764976,64.13340757795513,139
277.8343038968589,64.18683046332343,140
277.8352235687464,64.14108177835999,141
277.837279399049,64.14774608084235,142
277.83492533360663,64.18503851265814,143
277.8348424434597,64.12376100518266,144
277.8393400532562,64.1517330334383,145
277.8381895704222,64.17360491508055,146
277.83591640664685,64.15430896855628,147
277.83524816697746,64.17737039713937,148
277.8386716662921,64.17223475326638,149
277.83980730917534,64.12842705038507,150
277.84255369430906,64.15534059821488,151
277.84276513598985,64.19117256077988,152
277.8382808563725,64.15784274201563,153
277.83669128774915,64.13041217203785,154
277.83302766109205,64.17729129362,155
277.8329560389971,64.18889507483756,156
277.8323463858332,64.19744945884686,157
277.83477605033005,64.17883048004819,158
277.8361550610414,64.15274718112255,159
277.8369779602474,64.13653211867751,160
277.83496374072485,64.13109705977395,161
277.8355978448251,64.1275863702476,162
277.83899435236816,64.13005422619807,163
277.84023022936066,64.16397524476947,164
277.8359841990771,64.20303219697034,165
277.83511228752747,64.17812897960718,166
277.83955444083296,64.15089438159619,167
277.84159856119925,64.1484052768371,168
277.84305103519046,64.18208347947724,169
277.8384408185218,64.16756764562352,170
277.8391972877744,64.15688422757579,171
277.8359107357972,64.15533963235994,172
277.8375593328104,64.14593867649803,173
277.83933953772447,64.15144897550122,174
277.8364728863892,64.19133395513991,175
277.835353998289,64.15323155737364,176
277.8371469810267,64.12668609686047,177
277.84050983170874,64.14672642778497,178
277.83877068521923,64.19474081526049,179
277.84165353898214,64.18545508589263,180
277.8443065760384,64.16274223435643,181
277.8462070471541,64.18441727476242,182
277.8478749766093,64.17363659512249,183
277.84539217551446,64.16941677490111,184
277.8471254302121,64.13353806495716,185
277.8478706682365,64.14842169637103,186
277.84144681073485,64.17185179178371,187
277.83799661423836,64.14283586751175,188
277.8411680185082,64.14007052824056,189
277.8433542783534,64.13660262608794,190
277.84332949600383,64.15092123236344,191
277.83927914685773,64.13607024684646,192
277.8402449956641,64.14885710377679,193
277.8423926642725,64.14534680059243,194
277.8426167364821,64.16275314851721,195
277.84359606276234,64.17400284731474,196
277.8449666408465,64.15386226064776,197
277.84455487824204,64.16253505847236,198
277.8387520524274,64.14321631777158,199
277.8396966171356,64.14077376722047,200
277.8429821012256,64.14202174838505,201
277.8442211450562,64.14429237675729,202
277.8405315208675,64.16760135396083,203
277.8425617955229,64.19578374542186,204
277.84373720800136,64.19116502711135,205
277.8435286017454,64.1883330438495,206
277.8421564034184,64.20357307573528,207
277.8421615219126,64.17872114526928,208
277.84139720921206,64.16927585666576,209
277.8399046710361,64.1739078071889,210
277.84086131391757,64.16503527056324,211
277.8424768800725,64.16151472931652,212
277.84355769246775,64.17217303513588,213
277.8430778796672,64.18390044578543,214
277.84288786937935,64.17497536665117,215
277.8423702386397,64.19840893914164,216
277.84412091094697,64.17962721378603,217
277.84565737979614,64.16877448136778,218
277.8432812569578,64.19140272401144,219
277.842844454238,64.19140764987164,220
277.8420088876794,64.1885999095687,221
277.84019465766727,64.16151859273627,222
277.8411406584997,64.1536379891313,223
277.8418927825558,64.17305524703568,224
277.8427982404955,64.1797865798507,225
277.8435761043174,64.18530335008197,226
277.8431311635599,64.19361810548129,227
277.8393706537502,64.16962269517377,228
277.84022720981733,64.17913047459173,229
277.83917416249136,64.1831654301781,230
277.84078114872443,64.1624587559323,231
277.84115214749386,64.16640929579714,232
277.840982095651,64.16751336457604,233
277.84038835032504,64.18806279763804,234
277.8379003570887,64.15935691280094,235
277.84057206376036,64.16494312800221,236
277.8424913149626,64.15597593759269,237
277.8412281147853,64.17608088421248,238
277.8414140744663,64.19438740893891,239
277.84423388605614,64.19028194594212,240
277.84402174472507,64.19607118385123,241
277.837528400903,64.18231142124247,242
277.83616736015694,64.16293801315224,243
277.8402820034818,64.17922039568641,244
277.84120182266406,64.19507896107406,245
277.8431578607419,64.2020997606138,246
277.841204400323,64.171986238791,247
277.84321633677615,64.16332078146392,248
277.8426134959966,64.16370499855799,249
277.83711203533613,64.15542230954257,250
277.8333442712578,64.14660917299557,251
277.83105825601143,64.15222986921809,252
277.8330206645892,64.15334195459299,253
277.83440383637856,64.20397796212502,254
277.8379937051661,64.18780124412099,255
277.8397459977162,64.17583150046765,256
277.8415681448237,64.1681492834668,257
277.8421832847188,64.17289172779479,258
277.8418995949402,64.18169221164213,259
277.84342825716504,64.1689021673905,260
277.8406111337052,64.18826591693136,261
277.83296679151726,64.18815503678455,262
277.8327293154812,64.18676333640529,263
277.83672144635875,64.18529794129431,264
277.8339080052688,64.16359585695007,265
277.8308794401282,64.1731906598979,266
277.82717681717367,64.14859584001624,267
277.8308376084059,64.18066116149649,268
277.8377986132077,64.20713418288935,269
277.83319034819516,64.16437549505552,270
277.834943892751,64.1734420719381,271
277.8326641007099,64.18233044858474,272
277.8297482160888,64.18658330104496,273
277.8286390126215,64.1777647557103,274
277.82877260900216,64.1914559426185,275
277.82875386573926,64.21188850723306,276
277.834873264896,64.19980624147952,277
277.8270892135933,64.14749882197837,278
277.8272878038031,64.1674846786844,279
277.8283035855455,64.19810778557216,280
277.82675732159237,64.18979602432314,281
277.83776182633227,64.20200114682471,282
277.83604720442645,64.1974255056444,283
277.8298919758104,64.21534298400205,284
277.8299434921656,64.18003007188041,285
277.8274852893019,64.15565614302291,286
277.8268573715831,64.16208641885395,287
277.829960467891,64.1904504876287,288
277.82680707041004,64.16449670985016,289
277.82768899800584,64.16496582559324,290
277.8216977821461,64.14679674202439,291
277.8275376894258,64.16305333623175,292
277.8313502679461,64.16532377143302,293
277.82400110453096,64.1444958823926,294
277.8221887893512,64.15870669925711,295
277.824083736912,64.1863219406989,296
277.8230705696522,64.19776548658236,297
277.82204326209194,64.15970819424166,298
277.8208684756164,64.1515957854517,299
277.8217719819,64.16024182909456,300
277.8223115227406,64.20934782582032,301
277.8249009284446,64.20780525889984,302
277.82294312282926,64.19156943057364,303
277.8231863433625,64.18846797378426,304
277.82479918456374,64.21330927984593,305
277.82431292761584,64.2160052707326,306
277.8241734026196,64.21792568010459,307
