temperature,humidity,index
261.99137135873616,76.76290917732892,1
266.66976448523707,73.61320632239837,2
264.0530050176456,78.36841028125909,3
271.70928638300444,71.23177539905718,4
273.2630477337426,73.38565830302555,5
269.52434428223887,65.67727373469299,6
274.51478006401595,56.91502786326358,7
274.5994720801483,62.804777356317224,8
284.6169791659766,69.22839491290448,9
286.3513804452761,47.61103853833958,10
291.5508882754672,56.75798225609023,11
289.92033893719173,60.2693141366911,12
293.3885091735033,62.13074275787992,13
297.1698943794206,54.14251449955338,14
296.21742396013235,64.49837135796385,15
296.61408029072646,69.61063679756931,16
294.8969391715696,68.08103034637577,17
293.5887678802979,69.21800012316314,18
290.9677164552321,71.1975414685882,19
283.9789715735519,73.04000209071104,20
281.9813591473198,68.57332378223856,21
275.83405056995554,77.31399162893025,22
272.93337559734164,72.12365198390046,23
270.55611239301123,83.07541485978906,24
267.6253265688077,76.09823623347123,25
268.1524511321163,73.95077417390716,26
