temperature,humidity,index
277.81004960703495,64.18689169852647,1
277.81444771656595,64.18209622876242,2
277.81198772775286,64.1893360979999,3
277.81918531956154,64.17847046451925,4
277.82064599471664,64.18174978349536,5
277.81713127783866,64.17001365255553,6
277.8218227354785,64.15667300199996,7
277.8219023535768,64.16564023380326,8
277.83131970953633,64.17542028772807,9
277.83295020244077,64.14250753892371,10
277.83783820657516,64.15643389771124,11
277.8363053438183,64.16177995308233,12
277.8395657351876,64.16461400603333,13
277.8431205767464,64.15245180888478,14
277.8422251690464,64.16821875603266,15
277.8425980616061,64.17600225672162,16
277.8409837948016,64.17367340799353,17
277.8397539963497,64.17540446150504,18
277.8372899727112,64.17841834284745,19
277.83071992512373,64.18122351673584,20
277.828841990112,64.17442293212183,21
277.8230629681886,64.18773072981159,22
277.82033607331283,64.1798283599757,23
277.8181012324873,64.196502582959,24
277.815346030708,64.18587972401583,25
277.8158415751189,64.18261018087148,26
